customer_id,default_flag,is_student,balance,income
1,0,0,729.526495207285,44361.6250742668
2,0,1,817.180406555497,12106.1347003149
3,0,0,1073.54916401172,31767.1389473999
4,0,0,529.250604745278,35704.4939350781
5,0,0,785.655882930501,38463.4958787228
6,0,1,919.588530474499,7491.55857182746
7,0,0,825.5133305172,24905.2265775234
8,0,1,808.667504297266,17600.4513435868
9,0,0,1161.05785403132,37468.5292875375
10,0,0,0.0,29275.2682931678
11,0,1,0.0,21871.0730892775
12,0,1,1220.58375300376,13268.5622209261
13,0,0,237.045113977471,28251.6953449631
14,0,0,606.742343302464,44994.5558492173
15,0,0,1112.96840063304,23810.174050036
16,0,0,286.232560139223,45042.4130358855
17,0,0,0.0,50265.3123535985
18,0,1,527.540184074571,17636.5396172936
19,0,0,485.936864171729,61566.106117801
20,0,0,1095.07273528739,26464.631389229
21,0,0,228.952549642572,50500.1821977441
22,0,0,954.261792773545,32457.5090750754
23,0,0,1055.95660472904,51317.8830823874
24,0,0,641.98438884802,30466.1032574813
25,0,0,773.211724534176,34353.3143050038
26,0,0,855.008522525691,25211.3321614539
27,0,0,642.999738515429,41473.5118010186
28,0,0,1454.86327248403,32189.0949523178
29,0,0,615.704276560405,39376.3946187014
30,0,1,1119.56935332864,16556.070205351
31,0,0,494.816228807325,54384.7828361385
32,0,1,448.880656256039,15799.4704097955
33,0,1,584.90489468245,22429.9350462167
34,0,0,913.587172608928,46907.2254028623
35,0,1,1423.93891664088,22634.4880875812
36,0,1,1499.72465655973,13190.6527164102
37,0,0,692.034167065432,47806.6117728963
38,0,0,351.453471523009,35087.4886480858
39,0,0,742.627620785597,37864.8239388951
40,0,0,653.118400123388,39489.5947028612
41,0,0,872.138679538476,41787.5672689011
42,0,0,837.262622754171,51471.7720946377
43,0,0,1151.63056608265,42917.4695636281
44,0,1,220.555608386439,16872.9475557814
45,0,1,1690.234410387,19052.5722246954
46,0,0,408.772914305185,54206.9392120179
47,0,0,1238.61032124112,50066.6805336538
48,0,0,1228.30835035335,37408.5038685075
49,0,0,820.919204146183,47746.5420731016
50,0,0,857.4851177765,31688.3459738919
51,0,0,563.618177182362,42641.253266646
52,0,1,1282.97253359577,13120.6364696026
53,0,1,1505.78267482884,26557.1414458808
54,0,1,904.040259066812,16882.3006056535
55,0,0,0.0,49956.5805719059
56,0,1,1294.4973466731,10464.3207319231
57,0,1,1275.55063272364,15887.4684867773
58,0,0,1536.59460097251,48766.9074575615
59,0,0,1332.52264386694,39143.1370690177
60,0,0,492.07976781541,33379.0946028394
61,0,0,766.234379303893,46478.2942569524
62,0,0,690.127246199993,63432.9842544674
63,0,0,0.0,32481.5400461151
64,0,0,1480.65530926266,36866.1570686847
65,0,0,989.055596975304,45344.2513202647
66,0,0,1302.34183516856,33695.4262332636
67,0,0,1044.55234328471,54696.7659816225
68,0,0,0.0,43658.2277239956
69,0,0,866.02843636799,38363.4216347117
70,0,0,690.800792354134,48140.4713359949
71,0,0,597.757142017061,31577.6151255676
72,0,0,429.485402306276,51311.218101023
73,0,0,1398.15620148325,39644.9421931895
74,0,1,1578.06409853994,19886.4939515168
75,0,0,857.069053134242,26655.6889653754
76,0,1,752.459945958806,16211.2757881826
77,0,1,774.738426963926,15193.7331355249
78,0,0,728.373251302586,45131.7182646909
79,0,0,76.9912905299071,28392.0934122846
80,0,0,196.456913136183,41346.7859132399
81,0,1,948.747918388616,14297.6190485512
82,0,0,431.920885304175,39369.8815631008
83,0,0,461.63818223378,46221.2114948233
84,0,0,572.015760230598,33046.3129575033
85,0,0,335.568144733178,51258.444229962
86,0,0,510.237593156379,60397.7186486947
87,0,1,1005.16130555577,24038.6520433117
88,0,1,162.454451086564,13241.7520600759
89,0,0,932.53315568233,50537.4656484601
90,0,1,893.330467612275,11905.6817925483
91,0,0,1332.78256352571,44495.1627629053
92,0,0,1404.38306945215,35043.1060286742
93,0,1,1148.96513915926,16578.1921184728
94,0,0,368.223425720544,57596.8258431935
95,0,0,449.466628769272,45950.6667238686
96,0,0,820.017112578422,51584.6573183834
97,0,1,619.751868575592,15750.6220834222
98,0,0,1047.71812400961,46416.9709942419
99,0,0,243.841328325759,47193.8881309706
100,0,0,186.500386931494,45430.5502710943
101,0,0,1422.01848757576,38224.0315214971
102,0,0,383.798659005673,61425.286388114
103,0,0,1159.43509608859,45802.1049386908
104,0,0,882.99191255185,17181.7379663818
105,0,0,1463.23289161085,65457.8541875823
106,0,1,1722.35584628314,19311.4229408044
107,0,1,773.921861257734,14558.9121383834
108,0,0,958.169418468988,32816.2847956415
109,0,0,1207.53273014951,68037.5751261777
110,0,0,1056.61083049629,30546.6010343773
111,0,0,117.642483931776,46550.2672705963
112,0,0,596.964119237004,58088.3604512649
113,0,0,0.0,47729.6257581971
114,0,1,541.662755324457,16335.7034406021
115,0,0,1119.17830341805,45020.0191217013
116,0,1,810.320936469835,20498.66581411
117,0,0,271.551437747009,32850.1201448078
118,0,0,1114.40323650427,47714.0221084582
119,0,0,867.030828053564,33540.979984811
120,0,1,1176.78940167719,17632.712103849
121,0,0,610.227818661398,42465.3629640683
122,0,0,272.615661715535,55449.3386406402
123,0,0,449.735085836859,49643.4264416676
124,0,1,827.767209400324,10673.5262253922
125,0,0,430.0000994499,33925.2195976741
126,0,0,0.0,31825.7649719214
127,0,1,1557.34463668228,18404.594189222
128,0,0,928.236966261476,33722.1589415676
129,0,0,1373.45016328928,49101.7982141896
130,0,1,951.072907499984,18601.5332374943
131,0,1,1292.21086850542,23065.850975377
132,0,0,582.188700706555,24760.7957330563
133,0,1,339.424638280912,19307.9802902499
134,0,0,409.982324608765,44641.0901183959
135,0,0,1216.45150955433,53639.8468273843
136,0,0,598.461392123585,44124.2681146435
137,1,1,1486.99812160021,17854.397028073
138,0,0,943.796338713761,59976.8398676444
139,0,0,0.0,49525.7450208494
140,0,1,996.276086766591,20883.2407676237
141,0,1,748.301340361255,11248.6707527348
142,0,0,324.737921782032,15411.5185672942
143,0,1,575.382158489508,16005.6813190057
144,0,0,441.738284926253,36012.2358964553
145,0,0,1188.64217955293,39526.5612652645
146,0,0,95.1476801904054,51371.1999147597
147,0,0,1015.61483748401,43218.7943752429
148,0,0,1258.56739272567,44931.6749177461
149,0,1,1178.24441352845,7750.28922055921
150,0,0,731.532656254407,43956.0600839728
151,0,0,350.088792139871,44455.1995150356
152,0,0,418.848345433836,36901.7833281202
153,0,0,533.229465181373,39393.5424772747
154,0,0,95.2969741283679,32359.3890284286
155,0,1,1453.00593207302,15933.0021109819
156,0,0,352.644414031464,39404.7443664761
157,0,1,736.2389354625,14107.9939653375
158,0,0,1306.4845722752,41224.6250242432
159,0,0,1149.14562717898,45194.7946620784
160,0,0,703.226890721538,57679.2791425179
161,0,1,1360.80043541238,18864.3084886679
162,0,0,31.4450805447328,53287.3503013148
163,0,0,988.214458069385,48570.3634566327
164,0,0,360.019073584362,23927.5466133911
165,0,0,647.483528619273,33226.2775446784
166,0,1,0.0,9816.78943755755
167,0,0,445.241819216304,31974.6245068977
168,0,1,878.54206450104,17496.7414821955
169,0,1,335.834118576172,21759.8702696952
170,0,0,666.608881434336,30438.4688266266
171,0,0,813.876647019864,40737.4597766097
172,0,0,836.300071623191,54607.1787395438
173,0,0,967.482683681779,33055.1102723298
174,1,1,2205.79952114828,14271.4922529759
175,0,1,1258.1852191443,11672.2220033396
176,0,0,1239.80169908455,40107.172210423
177,0,1,0.0,13760.2984556873
178,0,1,927.887732263606,22473.3796109536
179,0,1,1390.03078251892,21299.0992265335
180,0,0,410.497704767953,53471.2136303255
181,0,0,73.0765421846566,30681.7375351467
182,0,0,790.59775924737,45303.1033141261
183,0,0,789.49509698382,32579.9002059473
184,0,0,791.360422078743,46319.2361190853
185,0,0,479.042378990355,37255.8803342804
186,0,0,888.613272550211,28899.7917513636
187,0,0,1284.38636050635,42831.9546193997
188,0,1,712.276351280274,23341.9502302432
189,0,1,1290.6201686492,18408.0490819608
190,0,0,126.362685399056,44280.9297885653
191,0,0,779.37625769565,61158.8851121863
192,0,0,697.490957463777,49476.759599281
193,0,0,606.974613548305,43610.0330173371
194,0,1,1802.90333355739,21411.4239490249
195,0,0,900.085332597498,41276.5631894986
196,0,0,966.280287968092,33440.9792997774
197,0,0,671.061359639164,35689.1118739107
198,0,0,171.559115959855,23505.9927713231
199,0,0,1482.48030006315,45260.6115977848
200,0,0,640.662751732473,46464.5659322761
201,0,1,706.161027541985,18078.3517921729
202,1,1,1774.69422305775,20359.506085567
203,0,0,916.49931692309,25768.4074467213
204,0,0,1271.2708123604,36053.502950306
205,0,0,110.572909811982,47339.1087511931
206,0,0,1747.25888152958,37819.2890860197
207,1,0,1889.59918976303,48956.1715885681
208,0,0,27.2013946505765,21051.84012597
209,0,0,746.229775057391,35159.8502288787
210,1,1,1899.3906258472,20655.2000032624
211,0,1,813.994565525348,20391.5289481712
212,0,0,499.457815094636,38899.1604610095
213,0,0,853.16133166086,36272.451783591
214,0,0,474.727319088287,32064.3351057974
215,0,0,1235.87611345417,35838.7770153587
216,0,0,620.675152595598,44213.7701012619
217,0,0,220.028569764934,37880.0296471596
218,0,1,1304.91429931828,18074.0754152021
219,0,1,1608.15255984335,22358.0467020111
220,0,0,256.471227559815,37657.0559167998
221,0,1,1153.60499815383,19224.9752298418
222,0,0,771.895874508519,31170.0852836766
223,0,1,1099.63042217728,17064.0428279583
224,0,0,782.883029663905,40357.1334266018
225,0,0,444.264906175272,35924.3387929274
226,0,0,504.028378738029,24780.9612369205
227,0,0,1762.50340198815,42124.6600673934
228,0,1,850.09611659646,18618.9879075018
229,0,0,1412.23872130317,40785.0597694211
230,0,0,715.496829588669,47482.5653767304
231,0,0,1363.52859942132,55713.0416079128
232,0,0,493.241889799386,42495.2030840662
233,0,0,1354.75253720357,33375.1316903777
234,0,1,571.293911015155,15416.2693546857
235,0,0,956.15135218345,44086.7077342313
236,0,0,964.82025298538,34390.7460350566
237,0,0,552.634366024657,50513.1642384347
